author,category,content,country,description,publishedAt,source,title,url,urlToImage
Jürgen Röder,business,"Mit der aktuellen Notierung hat die Frankfurter Benchmark die Handelsspanne der vergangenen Woche überwunden, die bei 15.540 Punkten auf der Ober- und 15.105 Stellen auf der Unterseite liegt.Das ist … [+3996 chars]",deu,Die Virusvariante Omikron scheint am Markt ihren Schrecken zu verlieren. Der Dax dürfte die Grundlage für einen neuen Aufwärtstrend gelegt haben.,2021-12-07T16:01:00Z,Handelsblatt,Dax aktuell: Dax rises by more than 400 points - technology stocks are in demand - Handelsblatt,https://www.handelsblatt.com/finanzen/maerkte/marktberichte/dax-aktuell-dax-steigt-um-mehr-als-400-punkte-technologiewerte-sind-gefragt/27868510.html,https://www.handelsblatt.com/images/dax-kurve/27639280/2-format2003.jpg
DER SPIEGEL,business,"Vishal Garg ist offenbar ein Mann, der ohne große Vorrede zur Sache kommt. Der Chef des Kreditanbieters Better.com hat diese Eigenschaft in einem Video-Call mit Hunderten seiner Beschäftigten nun jed… [+2394 chars]",deu,"Vishal Garg ist Chef von Better.com. Auch weil er mit der Performance vieler seiner Beschäftigten unzufrieden war, warf er laut Medienberichten 900 von ihnen kurzerhand raus – in einem Zoom-Call.",2021-12-07T15:41:51Z,Spiegel Online,"Boss fires 900 workers via zoom call: ""If you're on this call, you're part of the unfortunate group that's being fired"" - DER SPIEGEL",https://www.spiegel.de/wirtschaft/unternehmen/vishal-garg-von-better-com-entlaesst-900-beschaeftige-per-zoom-call-wegen-unproduktivitaet-a-fd46cb2e-ed34-4986-919c-81b8ef7cc54c,https://cdn.prod.www.spiegel.de/images/2248148f-03f7-41bc-89a3-9e92fb5ec6ef_w1280_r1.77_fpx56.67_fpy45.jpg
"Martin Murphy, Sönke Iwersen, Arno Schütze",business,"Porsche-Fahrzeug bei einer AutomesseDie VW-Eigentümerfamilien greifen nach einer Beteiligung bei dem Sportwagenbauer.
(Foto: imago images/ZUMA Wire) 
Berlin, Düsseldorf, Frankfurt Mitten in der Tra… [+960 chars]",deu,"Die Familie könnte sogar die Mehrheit an Volkswagen abgeben. Um den Wert der VW-Beteiligung nicht zu gefährden, soll Vorstandschef Diess trotz Kritik auf dem Posten bleiben.",2021-12-07T14:55:14Z,Handelsblatt,VW: Owning family examines share sale and wants to become major Porsche shareholder - Handelsblatt,https://www.handelsblatt.com/unternehmen/industrie/volkswagen-familie-porsche-piech-prueft-teilverkauf-ihrer-vw-beteiligung-um-das-geld-in-porsche-zu-stecken/27870042.html,https://www.handelsblatt.com/images/porsche-fahrzeug-bei-einer-automesse/27870048/3-format2003.jpg
Frank Hüber,business,Mit einem jüngst veröffentlichten Performance-Software-Upgrade für den Polestar 2 (Test) wird die Leistung des zweimotorigen Antriebsstrangs um 50 kW und 20 Nm auf insgesamt 350 kW (476 PS) und 680 N… [+2206 chars],deu,Mit einem Performance-Upgrade erhöht Polestar die Leistung des Polestar 2 Long Range Dual Motor um 50 kW und 20 Nm.,2021-12-07T14:05:00Z,ComputerBase,Polestar 2: Software update for 50 kW and 20 Nm more power - ComputerBase,https://www.computerbase.de/2021-12/polestar-2-software-update-fuer-50-kw-und-20-nm-mehr-leistung/,https://pics.computerbase.de/1/0/1/5/8/4-e9e278753ac62353/article-1280x720.24b2a01a.jpg
dpa,business,Der Autozulieferer Bosch bündelt die Entwicklungsaktivitäten der übergreifend einsetzbaren Fahrzeugsoftware unter dem Dach der Tochtergesellschaft ETAS. Mit der neuen Aufstellung wolle das Unternehme… [+1312 chars],deu,Auf dem Weg zu einer Führungsposition bei Fahrzeugsoftware fasst Bosch seine Entwicklungsaktivitäten unter dem Dach seiner Tochtergesellschaft ETAS zusammen.,2021-12-07T13:35:00Z,heise online,Bosch outsources vehicle software development - heise online,https://www.heise.de/news/Bosch-lagert-Fahrzeugsoftware-Entwicklung-aus-6288361.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/3/2/2/8/4/2/7/bosch_softwareentwicklung_2-d31e6b66033cef96.jpg
Hans-Christian Dirscherl,business,"Hans-Christian Dirscherl
Nach der generellen Preiserhöhung im März 2022 sollen im Juli die Preise für Office 365 noch einmal steigen. Aber nur für einen bestimmten Kundenkreis.
Microsoft erhöht in … [+2087 chars]",deu,Nach der generellen Preiserhöhung im März sollen im Juli die Preise für Office 365 noch einmal steigen. Für bestimmte Kunden.,2021-12-07T13:15:00Z,PC-WELT,Office 365 to become 20 percent more expensive - under this condition - PC-WELT,https://www.pcwelt.de/news/Office-365-soll-um-20-Prozent-teurer-werden-unter-dieser-Voraussetzung-11149415.html,https://bilder.pcwelt.de/4323720_1000x500_r.jpg
Daniel Zwick,business,Bleuhlelek vllp uuO VOpen pel PnluOupltlupnpllle klu enl BtehlluOupltllol plolhel olutllleleu etp eupele Uoupel lu Bnluoe pep lpl pep epellepekeupe Blaepulp eluel Plnple pel VuleluekOeuppelelnua Plle… [+7255 chars],deu,Hunderttausende Arbeitsplätze werden in der Autoindustrie neu verteilt. In Deutschland werden durch den Wegfall des Verbrenner-Antriebs besonders viele Jobs verloren gehen. Eine Studie sieht Frankreich als Gewinner – ein anderes Land muss um 90 Prozent seiner…,2021-12-07T12:33:14Z,DIE WELT,"E-cars: France pulls the nuclear joker, Germany threatens job losses - WELT",https://www.welt.de/wirtschaft/plus235502610/E-Autos-Frankreich-zieht-den-Atom-Joker-Deutschland-drohen-Job-Verluste.html,https://img.welt.de/img/wirtschaft/mobile235503490/1641351977-ci16x9-w1200-fnov-fpotl-fpi157750653/107503207.jpg
finanzen.net Redaktion,business,"Um Ihnen die Übersicht über die große Anzahl an Nachrichten, die jeden Tag für ein Unternehmen erscheinen, etwas zu erleichtern, haben wir den Nachrichtenfeed in folgende Kategorien aufgeteilt:
Rele… [+396 chars]",deu,"Aktien von Chemieunternehmen wie BASF, Covestro und LANXESS haben am Dienstag im nochmals deutlich erholten Gesamtmarkt von positiven Analysteneinschätzungen und neuem Konjunkturoptimismus erheblich profitiert.",2021-12-07T12:32:00Z,Finanzen.net,"BASF, Covestro and LANXESS shares revive after positive studies - finanzen.net",https://www.finanzen.net/nachricht/aktien/einstiegsmoeglichkeiten-aktien-von-basf-covestro-und-lanxess-leben-nach-positiven-studien-wieder-auf-10818724,https://images.finanzen.net/mediacenter/unsortiert/basf-se-by-org-02-660.jpg
Christian Müßgens,business,"Es waren komplexe Fragen, die der Aufsichtsratsvorsitzende von Volkswagen, Hans Dieter Pötsch, in den zurückliegenden Tagen klären musste. Der 70 Jahre alte Manager ist ein intimer Kenner des Unterne… [+4253 chars]",deu,"Kurz vor der wichtigen Planungsrunde des Aufsichtsrats am Donnerstag deutet alles darauf hin, dass sich die Beteiligten abermals zusammenraufen. Im Zentrum steht der zukünftige Umgang mit Konzernchef Herbert Diess.",2021-12-07T12:22:00Z,Faz.net,"In the dispute over VW, the fronts are clearing - Diess will probably stay - FAZ - Frankfurter Allgemeine Zeitung",https://www.faz.net/aktuell/wirtschaft/vw-in-der-fuehrungskrise-vorstandschef-diess-wird-wohl-bleiben-17671725.html,https://media0.faz.net/ppmedia/aktuell/3733756234/1.7671730/facebook_teaser/hat-nicht-nur-freunde-in.jpg
finanzen.net Redaktion,business,"Um Ihnen die Übersicht über die große Anzahl an Nachrichten, die jeden Tag für ein Unternehmen erscheinen, etwas zu erleichtern, haben wir den Nachrichtenfeed in folgende Kategorien aufgeteilt:
Rele… [+396 chars]",deu,Mit der Übernahme der Ladesäulentechnologie des Energieunternehmens EnBW baut die Heidelberger Druckmaschinen AG ihr Angebot im Bereich Elektromobilität aus.,2021-12-07T12:21:00Z,Finanzen.net,Heidelberger Druck acquires charging station technology from EnBW - share jumps up - finanzen.net,https://www.finanzen.net/nachricht/aktien/vertrag-unterzeichnet-heidelberger-druck-uebernimmt-ladesaeulentechnologie-von-enbw-aktie-springt-hoch-10818625,https://images.finanzen.net/mediacenter/aaa/firmen/h/heidelberger-druck004-gr.jpg
tagesschau,business,"Das ""Carbon Disclosure Project"" wertet aus, wie stark sich Unternehmen weltweit um den Klimaschutz bemühen. In der aktuellen Rangliste tauchen insgesamt 14 deutsche Firmen weiter vorne auf.
Die Umwe… [+3227 chars]",deu,"Das ""Carbon Disclosure Project"" wertet aus, wie stark sich Unternehmen weltweit um den Klimaschutz bemühen. In der aktuellen Rangliste tauchen insgesamt 14 deutsche Firmen weiter vorne auf.",2021-12-07T11:23:34Z,tagesschau.de,Climate protection ranking: Praise for only a few companies | tagesschau.de - tagesschau.de,https://www.tagesschau.de/wirtschaft/unternehmen/klimaranking-cdp-101.html,https://www.tagesschau.de/multimedia/bilder/windenergie-135~_v-original.jpg
dpa,business,"Noch im Vorjahr bescherte die Pandemie den meisten Onlinehändlern höhere Umsätze. Nun fürchten drei von vier E-Commerce-Anbietern überlastete Lieferdienste.
Drei Viertel der Onlinehändler (74 Prozen… [+1654 chars]",deu,Noch im Vorjahr bescherte die Pandemie den meisten Onlinehändlern höhere Umsätze. Nun fürchten drei von vier E-Commerce-Anbietern überlastete Lieferdienste.,2021-12-07T11:23:12Z,t-online.de,Christmas: Online retailers fear overloading of parcel services - t-online.de,https://www.t-online.de/finanzen/news/unternehmen-verbraucher/id_91278748/weihnachten-onlinehaendler-befuerchten-ueberlastung-der-paketdienste.html,https://bilder.t-online.de/b/91/27/88/84/id_91278884/tid_da/vor-allem-zu-weihnachten-stapeln-sich-die-pakete-symbolbild-onlinehaendler-befuerchten-eine-ueberlastung-der-lieferdienste-.jpg
DER SPIEGEL,business,"Damit habe man die Sicherheit seiner Familie »überall im Blick«, heißt es in der Beschreibung der Smartphone-App Life360 in Googles Play Store. Mehr als 50 Millionen Mal ist die Software auf Android-… [+3050 chars]",deu,"Eigentlich soll die App Life360 Familienmitgliedern helfen, einander zu finden. Die dabei produzierten Daten werden dann aber weiterverkauft, um das Gratisangebot zu finanzieren.",2021-12-07T11:22:00Z,Spiegel Online,Life360: Tracking app sells location data of millions of users to data traders - DER SPIEGEL,https://www.spiegel.de/netzwelt/apps/tracking-app-verkauft-ortsangaben-von-millionen-nutzern-an-datenhaendler-a-e2441408-d245-4d8e-a542-7a22868c3d24,https://cdn.prod.www.spiegel.de/images/f4fda6dc-64a6-4dc7-b4e1-99ceee1804d8_w1280_r1.77_fpx68.51_fpy48.98.jpg
finanzen.net Redaktion,business,"Nach Angaben von Intel soll Mobileye Mitte nächsten Jahres durch die Ausgabe neuer Aktien an einer US-Börse gelistet werden. Intel-Chef Pat Gelsinger sagte in einem Interview, dass der Schritt durch … [+1565 chars]",deu,Der US-Halbleiterhersteller Intel will seine israelische Tochter Mobileye an die Börse bringen.,2021-12-07T10:53:00Z,Finanzen.net,Intel share jumps in pre-market trading: Intel wants to take driver assistance subsidiary Mobileye public - finanzen.net,https://www.finanzen.net/nachricht/aktien/ipo-geplant-intel-aktie-springt-an-intel-will-fahrassistenz-tochter-mobileye-an-die-boerse-bringen-10818166,https://images.finanzen.net/mediacenter/unsortiert/intel_ken_wolter_660_1.jpg
Michael Knott,business,"TESLA
Ein Elektroauto von Tesla mit hohem Dieselverbrauch? Ein Bastler wollte nicht auf den Tesla Roadster mit SpaceX-Paket warten und legte selbst Hand an.
Irgendwas riecht komisch. Aber das selbs… [+2177 chars]",deu,Ein Elektroauto von Tesla mit hohem Dieselverbrauch? Ein Bastler wollte nicht auf den Tesla Roadster mit SpaceX-Paket warten und legte selbst Hand an.,2021-12-07T10:45:06Z,netzwelt,"""SpaceX package"": This Tesla consumes 5.68 litres of diesel - per minute! - netzwelt.de",https://www.netzwelt.de/news/196904-spacex-paket-tesla-verbraucht-568-liter-dieselpro-minute.html,https://img.netzwelt.de/dw1600_dh900_sw2688_sh1512_sx13_sy4_sr16x9_nu2/picture/original/2021/12/irgendwas-riecht-komisch-selbst-gebaute-triebwerk-funktioniert-327528.png
tagesschau,business,"Auch nach Ablauf der Frist soll der chinesische Immobilienentwickler Evergrande eine Zinszahlung nicht geleistet haben. Nun wachsen erneut die Sorgen, dass der Konzern zusammenbrechen könnte.
Die Kr… [+2735 chars]",deu,"Auch nach Ablauf der Frist soll der chinesische Immobilienentwickler Evergrande eine Zinszahlung nicht geleistet haben. Nun wachsen erneut die Sorgen, dass der Konzern zusammenbrechen könnte.",2021-12-07T10:13:47Z,tagesschau.de,Real estate group in crisis: Evergrande creditors miss their money | tagesschau.de - tagesschau.de,https://www.tagesschau.de/wirtschaft/unternehmen/evergrande-china-zahlungsausfall-wohnungsbaukonzern-101.html,https://www.tagesschau.de/multimedia/bilder/evergrande-119~_v-original.jpg
Tobias Stadler,business,"Lycamobile ist ein beliebter Mobilfunkanbieter. Insbesondere die Pre-Paid-Karten sind populär. Bereits im Mai musste das Unternehmen aber einen Insolvenzantrag stellen. Wie das ""Handelsblatt"" bericht… [+2205 chars]",deu,Ein beliebter Mobilfunkanbieter muss in die Insolvenz. Der Grund dafür sind Steuerschulden in Höhe von 70 Millionen Euro. Hier haben wir alle Informationen zu dem kuriosen Fall zusammengefasst.,2021-12-07T10:04:00Z,CHIP Online Deutschland,Popular mobile phone provider is insolvent: tax debts worth 70 million euros - CHIP Online,https://www.chip.de/news/Beliebter-Mobilfunkanbieter-ist-insolvent-Steuerschulden-im-Wert-von-70-Millionen-Euro_183986296.html,https://www.chip.de/ii/1/2/6/5/5/7/6/5/7/6137702a2917a4f9.jpeg
Michael Spehr,business,"Digitale Bilderrahmen sind auch in diesem Jahr ein schönes Weihnachtsgeschenk. Zu Preisen von 100 Euro an zeigen sie Fotos und bisweilen auch Videos auf einer Anzeige, die meist die Diagonale eines T… [+3628 chars]",deu,Der digitale Bilderrahmen von Aura Frames kommt mit cleverer App. Die ganze Familie kann Fotos schicken.,2021-12-07T09:37:00Z,Faz.net,Photo change - FAZ - Frankfurter Allgemeine Zeitung,https://www.faz.net/aktuell/technik-motor/digital/digitaler-bilderrahmen-von-aura-frames-im-test-17668690.html,https://media0.faz.net/ppmedia/aktuell/2081538692/1.7668682/facebook_teaser/der-mason-luxe-hat-eine.jpg
,business,"HD+ IP bringt die ursprünglich als Sat-Angebot initiierte TV-Plattform auch in Kabel-, DVB-T2-und IPTV-Haushalte. Kurz gesagt: HD Plus für alle (, die einen neuen Panasonic-Fernseher besitzen).
Star… [+1937 chars]",deu,"HD+ IP bringt die ursprünglich als Sat-Angebot initiierte TV-Plattform auch in Kabel-, DVB-T2-und IPTV-Haushalte. Kurz gesagt: HD Plus für alle.",2021-12-07T09:36:45Z,Digitalfernsehen.de,"HD+ for cable, DVB-T2 and IPTV households starts immediately - Digitalfernsehen.de",https://www.digitalfernsehen.de/news/empfang/streaming-empfang/hd-fuer-kabel-dvb-t2-und-iptv-haushalte-startet-ab-sofort-584662/,https://www.digitalfernsehen.de/wp-content/uploads/2021/12/df-hd-plus-ip-panasonic.jpg
Bild.de,business,"München Der Autobauer BMW hat nach eigenen Angaben sein einmillionstes elektrifiziertes Auto verkauft. 
 Damit habe der Konzern einen Meilenstein beim Umbau hin zu mehr Elektroantrieben erreicht, sa… [+1700 chars]",deu,München – Der Autobauer BMW hat nach eigenen Angaben sein einmillionstes elektrifiziertes Auto verkauft.,2021-12-07T08:41:34Z,Bild,BMW sales boss: One million electrified cars sold | Regional - BILD,https://www.bild.de/regional/muenchen/muenchen-aktuell/bmw-vertriebschef-eine-million-elektrifizierte-autos-verkauft-78466982.bild.html,https://images.bild.de/61af1d194bddca62be96c7d3/42d8ea31859ae7dde6e4e69113a34761/1/2?w=1280
